Device,Time,PH,ORP,Salinity,Temperature,Flow status
Device 06,2024-01-21 04:03:52,7.3,701,3709,25,1
Device 06,2024-01-21 04:28:59,7.2,685,3702,28,1
Device 06,2024-01-21 04:31:39,7.2,684,3717,28,1
Device 06,2024-01-21 05:01:39,7.2,671,3721,28,1
Device 06,2024-01-21 05:31:40,7.2,664,3726,27,1
Device 06,2024-01-21 06:01:40,7.2,658,3723,27,1
Device 06,2024-01-20 16:31:36,7.2,655,3666,29,1
Device 06,2024-01-20 17:01:36,7.2,648,3683,30,1
Device 06,2024-01-20 17:31:36,7.4,643,3721,30,1
Device 06,2024-01-20 17:31:36,7.2,643,3686,30,1
Device 06,2024-01-20 18:01:36,7.4,641,3727,30,1
Device 06,2024-01-21 05:07:11,7.2,669,3712,23,1
Device 06,2024-01-21 16:03:52,7.2,678,3694,35,1
Device 06,2024-01-21 16:11:56,7.2,662,3684,31,1
Device 06,2024-01-21 16:31:43,7.39,656,3738,31,1
Device 06,2024-01-21 17:01:43,7.39,652,3739,31,1
Device 06,2024-01-21 17:26:21,7.2,649,3723,31,1
Device 06,2024-01-21 17:31:43,7.2,649,3740,31,1
Device 06,2024-01-21 18:01:44,7.2,646,3717,31,1
Device 06,2024-01-21 18:02:32,7.2,646,3710,31,1
Device 06,2024-01-22 04:03:39,7.3,697,3792,18,1
Device 06,2024-01-22 04:29:47,7.2,681,3733,26,1
Device 06,2024-01-22 04:31:46,7.39,681,3793,27,1
Device 06,2024-01-22 04:31:46,7.2,681,3750,27,1
Device 06,2024-01-22 05:01:47,7.2,673,3750,27,1
Device 06,2024-01-22 05:31:47,7.2,668,3762,26,1
Device 06,2024-01-22 05:51:10,7.2,665,3766,26,1
Device 06,2024-01-22 06:01:47,7.41,664,3789,26,1
Device 06,2024-01-22 06:01:47,7.2,664,3759,26,1
Device 06,2024-01-22 16:03:55,7.2,668,3735,32,1
Device 06,2024-01-22 16:20:00,7.2,652,3736,30,1
Device 06,2024-01-22 16:31:50,7.2,648,3728,30,1
Device 06,2024-01-22 17:01:50,7.2,644,3743,30,1
Device 06,2024-01-22 17:31:51,7.2,642,3754,30,1
Device 06,2024-01-22 18:01:51,7.2,640,3748,30,1
Device 06,2024-01-23 04:03:41,7.3,676,3874,17,1
Device 06,2024-01-23 04:07:43,7.2,671,3771,25,1
Device 06,2024-01-23 04:31:54,7.39,663,3829,26,1
Device 06,2024-01-23 05:01:54,7.41,658,3818,26,1
Device 06,2024-01-23 05:25:04,7.2,655,3796,26,1
Device 06,2024-01-23 05:31:55,7.2,655,3785,26,1
Device 06,2024-01-23 06:01:55,7.2,652,3791,26,1
Device 06,2024-01-22 16:02:54,7.2,675,3586,33,1
Device 06,2024-01-22 17:18:18,7.2,643,3760,30,1
Device 06,2024-01-22 17:40:25,7.2,641,3758,30,1
Device 06,2024-01-22 18:02:32,7.2,640,3748,29,1
Device 06,2024-01-23 04:31:55,7.2,663,3794,17,1
Device 06,2024-01-23 05:01:55,7.2,658,3786,26,1
Device 06,2024-01-23 16:17:27,7.2,644,3720,31,1
Device 06,2024-01-23 16:31:58,7.2,641,3737,31,1
Device 06,2024-01-23 17:01:58,7.2,639,3770,31,1
Device 06,2024-01-23 17:17:47,7.2,637,3747,31,1
Device 06,2024-01-23 17:31:58,7.38,637,3799,31,1
Device 06,2024-01-23 17:31:58,7.2,637,3764,31,1
Device 06,2024-01-23 18:01:58,7.2,637,3761,31,1
Device 06,2024-01-23 18:03:02,7.2,636,3755,31,1
Device 06,2024-01-24 04:03:12,7.2,675,3840,24,1
Device 06,2024-01-24 04:04:12,7.2,668,3788,26,1
Device 06,2024-01-24 04:32:01,7.2,659,3779,29,1
Device 06,2024-01-24 05:02:01,7.38,654,3814,29,1
Device 06,2024-01-24 05:02:01,7.2,654,3788,29,1
Device 06,2024-01-24 05:10:36,7.2,652,3784,28,1
Device 06,2024-01-24 05:21:39,7.2,651,3792,28,1
Device 06,2024-01-24 05:32:01,7.39,651,3815,28,1
Device 06,2024-01-24 05:32:02,7.2,651,3779,28,1
Device 06,2024-01-24 06:02:02,7.39,648,3819,28,1
Device 06,2024-01-24 06:02:02,7.2,648,3776,28,1
Device 06,2024-01-24 16:03:14,7.2,666,3724,32,1
Device 06,2024-01-24 16:13:17,7.2,650,3776,29,1
Device 06,2024-01-24 16:32:05,7.2,641,3768,30,1
Device 06,2024-01-24 17:02:05,7.38,637,3806,30,1
Device 06,2024-01-24 17:02:05,7.2,637,3780,30,1
Device 06,2024-01-24 17:18:38,7.2,635,3771,30,1
Device 06,2024-01-24 17:32:05,7.2,634,3778,30,1
Device 06,2024-01-24 18:02:06,7.2,633,3781,30,1
Device 06,2024-01-25 04:04:01,7.2,664,3805,27,1
Device 06,2024-01-25 04:32:09,7.2,650,3792,29,1
Device 06,2024-01-25 04:39:11,7.2,648,3798,29,1
Device 06,2024-01-25 05:02:09,7.2,644,3800,29,1
Device 06,2024-01-25 05:20:25,7.2,641,3780,29,1
Device 06,2024-01-25 05:32:09,7.2,640,3805,29,1
Device 06,2024-01-25 06:02:10,7.2,637,3784,29,1
Device 06,2024-01-25 16:07:59,7.2,648,3733,27,1
Device 06,2024-01-25 16:32:13,7.39,626,3778,28,1
Device 06,2024-01-25 17:02:13,7.2,613,3759,28,1
Device 06,2024-01-25 17:32:13,7.2,608,3738,28,1
Device 06,2024-01-26 04:02:34,7.3,684,3798,21,1
Device 06,2024-01-26 04:06:36,7.2,666,3696,25,1
Device 06,2024-01-26 04:23:44,7.2,634,3717,26,1
Device 06,2024-01-26 04:32:17,7.2,626,3709,26,1
Device 06,2024-01-26 05:02:16,7.39,611,3743,26,1
Device 06,2024-01-26 05:14:07,7.2,609,4108,26,1
Device 06,2024-01-26 05:15:07,7.2,607,3704,26,1
Device 06,2024-01-26 05:21:09,7.2,608,3719,26,1
Device 06,2024-01-26 05:32:13,7.2,606,3713,26,1
Device 06,2024-01-26 05:32:17,7.2,607,3715,26,1
Device 06,2024-01-26 06:02:17,7.41,601,3746,26,1
Device 06,2024-01-25 16:02:57,7.2,664,3761,28,1
Device 06,2024-01-25 16:22:03,7.2,632,3746,28,1
Device 06,2024-01-25 16:32:13,7.2,626,3746,28,1
Device 06,2024-01-25 16:54:13,7.2,615,3755,28,1
Device 06,2024-01-25 17:02:13,7.39,613,3766,28,1
Device 06,2024-01-25 17:18:20,7.2,610,3750,28,1
Device 06,2024-01-25 17:32:13,7.39,608,3762,28,1
Device 06,2024-01-25 17:53:33,7.2,604,4083,28,1
Device 06,2024-01-25 17:54:34,7.2,601,3750,28,1
Device 06,2024-01-25 18:02:13,7.4,602,3775,28,1
Device 06,2024-01-25 18:02:13,7.2,602,3745,28,1
Device 06,2024-01-25 18:02:37,7.2,601,3749,28,1
Device 06,2024-01-26 04:12:39,7.2,650,3692,18,1
Device 06,2024-01-26 04:32:16,7.38,626,3738,26,1
Device 06,2024-01-26 04:43:54,7.2,618,3709,26,1
Device 06,2024-01-26 05:02:17,7.2,611,3711,26,1
Device 06,2024-01-26 06:02:17,7.2,601,3725,26,1
Device 06,2024-01-26 16:12:00,7.2,612,3700,30,1
Device 06,2024-01-26 16:32:20,7.2,602,3695,29,1
Device 06,2024-01-26 17:02:20,7.39,596,3740,29,1
Device 06,2024-01-26 17:18:25,7.2,593,3706,29,1
Device 06,2024-01-26 17:55:36,7.2,588,3991,28,1
Device 06,2024-01-26 18:02:20,7.2,588,3700,28,1
Device 06,2024-01-27 04:34:10,7.2,630,3723,18,1
Device 06,2024-01-27 04:59:56,7.2,618,3742,26,1
Device 06,2024-01-27 05:03:19,7.2,614,3740,25,1
Device 06,2024-01-27 05:29:56,7.2,610,3729,25,1
Device 06,2024-01-27 05:42:30,7.2,608,3968,25,1
Device 06,2024-01-27 05:43:31,7.2,606,3744,25,1
Device 06,2024-01-27 05:59:56,7.2,605,3737,25,1
Device 06,2024-01-26 16:03:57,7.2,628,3692,27,1
Device 06,2024-01-26 16:56:18,7.2,596,3693,28,1
Device 06,2024-01-26 17:02:20,7.2,596,3697,29,1
Device 06,2024-01-26 17:32:20,7.2,592,3705,29,1
Device 06,2024-01-26 17:56:37,7.2,587,3716,28,1
Device 06,2024-01-27 04:03:00,7.3,683,3912,18,1
Device 06,2024-01-27 04:04:01,7.3,678,3744,20,1
Device 06,2024-01-27 04:09:02,7.2,662,3736,25,1
Device 06,2024-01-27 04:18:05,7.2,646,3734,26,1
Device 06,2024-01-27 04:29:56,7.2,633,3719,26,1
Device 06,2024-01-27 05:29:56,7.4,610,3754,26,1
Device 06,2024-01-27 16:03:51,7.2,619,3708,32,1
Device 06,2024-01-27 16:16:56,7.2,603,3705,30,1
Device 06,2024-01-27 16:30:16,7.2,600,3701,30,1
Device 06,2024-01-27 17:00:16,7.38,595,3755,30,1
Device 06,2024-01-27 17:00:16,7.2,596,3728,30,1
Device 06,2024-01-27 17:18:15,7.2,593,3727,30,1
Device 06,2024-01-27 17:25:18,7.2,592,4035,30,1
Device 06,2024-01-27 17:26:19,7.2,590,3720,30,1
Device 06,2024-01-27 17:30:17,7.2,591,3732,30,1
Device 06,2024-01-27 17:45:25,7.2,590,4057,30,1
Device 06,2024-01-27 17:46:26,7.2,588,3743,30,1
Device 06,2024-01-27 18:00:17,7.2,588,3710,30,1
Device 06,2024-01-28 04:02:44,7.3,687,3811,19,1
Device 06,2024-01-28 04:03:45,7.3,681,3738,22,1
Device 06,2024-01-28 04:08:47,7.2,665,3726,27,1
Device 06,2024-01-28 04:16:50,7.2,649,3752,27,1
Device 06,2024-01-28 04:30:20,7.2,634,3743,27,1
Device 06,2024-01-28 04:31:54,7.2,633,3743,27,1
Device 06,2024-01-28 05:00:20,7.2,619,3752,27,1
Device 06,2024-01-28 05:06:05,7.2,614,3753,27,1
Device 06,2024-01-28 05:21:09,7.2,614,3751,27,1
Device 06,2024-01-28 05:30:20,7.2,612,3753,27,1
Device 06,2024-01-28 06:00:20,7.2,606,3753,27,1
Device 06,2024-01-28 16:03:34,7.2,647,3713,29,1
Device 06,2024-01-28 16:08:37,7.2,629,3708,31,1
Device 06,2024-01-28 16:20:40,7.2,613,3717,31,1
Device 06,2024-01-28 17:00:23,7.36,601,3747,31,1
Device 06,2024-01-28 17:17:59,7.2,596,3714,31,1
Device 06,2024-01-28 18:00:24,7.2,590,3732,31,1
Device 06,2024-01-29 04:30:27,7.35,620,3785,21,1
Device 06,2024-01-29 04:37:02,7.2,617,3759,28,1
Device 06,2024-01-29 05:00:27,7.37,609,3791,28,1
Device 06,2024-01-29 05:00:27,7.2,609,3759,28,1
Device 06,2024-01-29 05:30:27,7.2,602,3751,28,1
Device 06,2024-01-29 06:00:27,7.2,596,3771,28,1
Device 06,2024-01-28 16:30:24,7.2,608,3705,33,1
Device 06,2024-01-28 17:00:24,7.2,601,3725,31,1
Device 06,2024-01-28 17:07:55,7.2,597,3720,31,1
Device 06,2024-01-28 17:30:24,7.2,594,3743,31,1
Device 06,2024-01-28 18:00:24,7.37,590,3774,31,1
Device 06,2024-01-29 04:02:50,7.3,674,3814,21,1
Device 06,2024-01-29 04:03:51,7.3,667,3755,24,1
Device 06,2024-01-29 04:08:53,7.2,650,3746,28,1
Device 06,2024-01-29 05:21:14,7.2,603,3747,28,1
Device 06,2024-01-29 05:30:27,7.37,602,3794,28,1
Device 06,2024-01-29 16:06:59,7.2,630,3717,32,1
Device 06,2024-01-29 16:35:09,7.2,598,3703,32,1
Device 06,2024-01-30 04:02:47,7.3,680,3891,21,1
Device 06,2024-01-30 04:40:00,7.2,606,3719,23,1
Device 06,2024-01-30 05:21:15,7.2,589,3738,28,1
Device 06,2024-01-30 06:00:34,7.37,585,3748,28,1
Device 06,2024-01-29 16:13:01,7.2,614,3721,39,1
Device 06,2024-01-29 16:44:12,7.2,595,3773,32,1
Device 06,2024-01-29 16:45:13,7.2,595,3716,32,1
Device 06,2024-01-29 17:18:24,7.2,591,3744,32,1
Device 06,2024-01-29 17:30:31,7.35,588,3808,32,1
Device 06,2024-01-30 04:03:48,7.3,677,3726,20,1
Device 06,2024-01-30 04:07:49,7.2,659,3703,28,1
Device 06,2024-01-30 05:00:34,7.37,597,3750,28,1
Device 06,2024-01-30 05:00:34,7.2,597,3709,28,1
Device 06,2024-01-30 05:30:34,7.37,590,3753,28,1
Device 06,2024-01-30 05:30:34,7.2,590,3722,27,1
Device 06,2024-01-30 05:31:19,7.2,589,3909,27,1
Device 06,2024-01-30 05:32:20,7.2,588,3717,27,1
Device 06,2024-01-30 06:00:34,7.2,585,3723,27,1
Device 06,2024-01-30 16:10:49,7.2,601,3647,31,1
Device 06,2024-01-30 16:30:46,7.2,584,3646,31,1
Device 06,2024-01-31 04:03:44,7.2,682,3716,19,1
Device 06,2024-01-31 04:06:45,7.2,663,3705,27,1
Device 06,2024-01-31 04:49:00,7.2,598,3708,27,1
Device 06,2024-01-31 05:00:49,7.37,595,3742,27,1
Device 06,2024-01-31 05:00:49,7.2,595,3705,27,1
Device 06,2024-01-31 05:21:09,7.2,590,3705,27,1
Device 06,2024-01-31 05:30:49,7.2,589,3692,27,1
Device 06,2024-01-31 06:00:49,7.38,584,3745,27,1
Device 06,2024-01-31 06:00:49,7.2,584,3722,27,1
Device 06,2024-01-31 16:10:37,7.2,602,3679,35,1
Device 06,2024-01-31 16:30:53,7.35,580,3739,31,1
Device 06,2024-01-31 17:00:53,7.35,575,3709,31,1
Device 06,2024-02-01 04:02:13,7.3,688,3954,19,1
Device 06,2024-02-01 05:20:40,7.2,590,3727,27,1
Device 06,2024-02-01 05:30:55,7.38,587,3774,27,1
Device 06,2024-02-01 05:53:50,7.2,582,4016,27,1
Device 06,2024-02-01 06:00:56,7.2,582,3746,27,1
Device 06,2024-02-01 06:05:54,7.2,581,3741,26,1
Device 06,2024-01-31 16:06:36,7.2,617,3689,31,1
Device 06,2024-01-31 17:30:53,7.35,571,3747,31,1
Device 06,2024-01-31 18:00:53,7.35,569,3746,31,1
Device 06,2024-02-01 04:03:14,7.3,684,3743,19,1
Device 06,2024-02-01 04:07:15,7.2,665,3715,27,1
Device 06,2024-02-01 04:30:55,7.35,615,3773,27,1
Device 06,2024-02-01 04:51:30,7.2,601,3745,27,1
Device 06,2024-02-01 05:00:55,7.37,596,3766,27,1
Device 06,2024-02-01 05:00:55,7.2,596,3744,27,1
Device 06,2024-02-01 05:30:56,7.2,587,3737,27,1
Device 06,2024-02-01 05:54:51,7.2,584,3743,27,1
Device 06,2024-02-01 06:00:55,7.38,582,3775,26,1
Device 06,2024-02-01 14:00:58,7.2,562,3686,30,1
Device 06,2024-02-01 14:30:58,7.2,555,3672,30,1
Device 06,2024-02-01 15:30:59,7.2,556,3693,31,1
Device 06,2024-02-01 16:00:59,7.36,556,3735,31,1
Device 06,2024-02-01 17:00:59,7.2,555,3689,31,1
Device 06,2024-02-01 17:30:59,7.37,555,3745,31,1
Device 06,2024-02-01 17:30:59,7.2,555,3732,31,1
Device 06,2024-02-01 18:00:59,7.2,555,3716,31,1
Device 06,2024-02-01 18:30:59,7.37,554,3771,31,1
Device 06,2024-02-01 19:01:00,7.2,554,3731,31,1
Device 06,2024-02-01 19:25:41,7.2,554,3729,31,1
Device 06,2024-02-01 19:31:00,7.38,555,3770,30,1
Device 06,2024-02-01 19:47:04,7.2,555,3744,30,1
Device 06,2024-02-01 20:01:00,7.39,543,3748,30,1
Device 06,2024-02-01 20:31:00,7.2,529,3729,30,1
Device 06,2024-02-01 21:01:00,7.4,517,3739,30,1
Device 06,2024-02-01 21:31:00,7.41,509,3768,30,1
Device 06,2024-02-01 21:40:28,7.2,506,3736,30,1
Device 06,2024-02-01 21:40:37,7.2,506,3733,30,1
Device 06,2024-02-01 21:40:40,7.2,506,3733,30,1
Device 06,2024-02-02 04:03:27,7.3,592,3725,21,1
Device 06,2024-02-02 04:58:43,7.2,543,3717,27,1
Device 06,2024-02-02 06:01:03,7.2,542,3707,28,1
Device 06,2024-02-01 13:36:44,7.2,578,3667,30,1
Device 06,2024-02-01 13:59:52,7.2,563,3683,30,1
Device 06,2024-02-01 14:30:58,7.38,555,3706,30,1
Device 06,2024-02-01 15:00:58,7.37,556,3691,31,1
Device 06,2024-02-01 15:00:59,7.2,556,3682,31,1
Device 06,2024-02-01 15:09:14,7.2,557,3696,31,1
Device 06,2024-02-01 15:30:59,7.36,556,3732,31,1
Device 06,2024-02-01 16:00:59,7.2,556,3699,31,1
Device 06,2024-02-01 16:30:59,7.2,554,3705,31,1
Device 06,2024-02-01 18:00:59,7.37,555,3765,31,1
Device 06,2024-02-01 19:16:13,7.2,554,3731,31,1
Device 06,2024-02-01 19:16:18,7.2,554,3731,31,1
Device 06,2024-02-01 19:31:00,7.2,555,3744,30,1
Device 06,2024-02-01 20:11:56,7.2,538,3732,30,1
Device 06,2024-02-01 20:31:00,7.4,529,3759,30,1
Device 06,2024-02-01 20:46:10,7.2,522,3724,30,1
Device 06,2024-02-01 21:01:00,7.2,517,3725,30,1
Device 06,2024-02-01 21:31:00,7.2,509,3745,30,1
Device 06,2024-02-01 21:38:26,7.2,506,3736,30,1
Device 06,2024-02-02 04:10:29,7.2,575,3709,21,1
Device 06,2024-02-02 04:22:32,7.2,559,3705,28,1
Device 06,2024-02-02 04:31:02,7.38,553,3736,28,1
Device 06,2024-02-02 04:31:02,7.2,553,3716,28,1
Device 06,2024-02-02 05:01:03,7.2,543,3700,28,1
Device 06,2024-02-02 05:31:03,7.2,541,3701,28,1
Device 06,2024-02-02 16:07:24,7.2,605,3661,31,1
Device 06,2024-02-02 16:16:27,7.2,590,3661,31,1
Device 06,2024-02-02 16:31:05,7.2,581,3653,31,1
Device 06,2024-02-02 17:01:05,7.38,578,3718,31,1
Device 06,2024-02-02 17:22:47,7.2,578,3692,31,1
Device 06,2024-02-02 17:31:06,7.39,577,3724,31,1
Device 06,2024-02-02 17:34:51,7.2,577,3854,31,1
Device 06,2024-02-02 17:35:52,7.2,578,3706,31,1
Device 06,2024-02-02 18:01:06,7.2,577,3703,31,1
Device 06,2024-02-03 04:12:48,7.2,653,3712,20,1
Device 06,2024-02-03 04:34:56,7.2,621,3707,27,1
Device 06,2024-02-03 05:01:09,7.2,608,3717,27,1
Device 06,2024-02-03 05:11:07,7.2,605,3717,27,1
Device 06,2024-02-03 05:31:10,7.2,600,3723,27,1
Device 06,2024-02-03 05:51:19,7.2,596,3835,27,1
Device 06,2024-02-03 05:52:20,7.2,598,3725,27,1
Device 06,2024-02-03 06:05:24,7.2,595,3723,27,1
Device 06,2024-02-02 16:03:22,7.2,622,3659,36,1
Device 06,2024-02-02 17:01:06,7.2,578,3656,31,1
Device 06,2024-02-02 17:31:06,7.2,577,3702,31,1
Device 06,2024-02-03 04:03:44,7.3,686,3750,19,1
Device 06,2024-02-03 04:07:46,7.2,668,3710,27,1
Device 06,2024-02-03 04:20:51,7.2,637,3718,27,1
Device 06,2024-02-03 04:31:09,7.37,624,3750,27,1
Device 06,2024-02-03 05:01:09,7.39,608,3754,27,1
Device 06,2024-02-03 06:01:10,7.2,596,3714,27,1
Device 06,2024-02-03 16:05:51,7.2,632,3656,31,1
Device 06,2024-02-03 16:10:53,7.2,616,3658,31,1
Device 06,2024-02-03 16:21:10,7.39,602,3705,31,1
Device 06,2024-02-03 16:21:10,7.2,602,3678,31,1
Device 06,2024-02-03 16:22:57,7.2,600,3671,31,1
Device 06,2024-02-03 16:51:10,7.39,591,3707,31,1
Device 06,2024-02-03 16:51:10,7.2,592,3682,31,1
Device 06,2024-02-03 17:21:10,7.38,588,3725,31,1
Device 06,2024-02-03 17:21:10,7.2,588,3681,31,1
Device 06,2024-02-03 17:27:19,7.2,587,3698,31,1
Device 06,2024-02-03 17:51:10,7.38,585,3728,31,1
Device 06,2024-02-03 17:51:11,7.2,585,3707,31,1
Device 06,2024-02-04 04:03:39,7.2,684,3746,23,1
Device 06,2024-02-04 04:07:41,7.2,667,3716,28,1
Device 06,2024-02-04 04:12:43,7.2,651,3718,29,1
Device 06,2024-02-04 04:20:45,7.2,635,3727,29,1
Device 06,2024-02-04 04:21:30,7.2,634,3718,29,1
Device 06,2024-02-04 04:51:30,7.2,608,3729,29,1
Device 06,2024-02-04 05:09:01,7.2,604,3931,28,1
Device 06,2024-02-04 05:10:02,7.2,602,3731,28,1
Device 06,2024-02-04 05:21:07,7.2,600,3728,28,1
Device 06,2024-02-04 05:21:30,7.38,601,3764,28,1
Device 06,2024-02-04 05:51:31,7.2,596,3727,28,1
Device 06,2024-02-04 06:05:26,7.2,595,3734,28,1
Device 06,2024-02-04 16:09:42,7.2,614,3710,32,1
Device 06,2024-02-04 16:16:45,7.2,597,3697,32,1
Device 06,2024-02-04 16:21:33,7.2,590,3700,32,1
Device 06,2024-02-04 16:29:49,7.2,581,3706,32,1
Device 06,2024-02-04 17:51:34,7.2,550,3715,32,1
Device 06,2024-02-04 18:15:24,7.2,544,3731,32,1
Device 06,2024-02-04 18:21:34,7.2,543,3713,32,1
Device 06,2024-02-04 18:51:34,7.2,537,3741,32,1
Device 06,2024-02-04 19:21:34,7.2,533,3722,32,1
Device 06,2024-02-04 19:51:34,7.2,531,3755,32,1
Device 06,2024-02-04 20:21:34,7.39,528,3760,32,1
Device 06,2024-02-04 20:21:36,7.2,528,3718,32,1
Device 06,2024-02-04 20:23:07,7.2,528,3742,32,1
Device 06,2024-02-04 20:26:08,7.2,528,3720,32,1
Device 06,2024-02-04 20:51:34,7.4,528,3763,32,1
Device 06,2024-02-04 20:51:34,7.2,528,3718,31,1
Device 06,2024-02-04 21:21:34,7.4,527,3759,31,1
Device 06,2024-02-04 21:21:34,7.2,527,3720,31,1
Device 06,2024-02-04 21:41:31,7.2,527,3726,31,1
Device 06,2024-02-04 21:51:34,7.2,528,3739,31,1
Device 06,2024-02-04 22:01:37,7.2,530,3733,31,1
Device 06,2024-02-04 22:06:39,7.2,530,3714,31,1
Device 06,2024-02-04 22:21:35,7.2,530,3728,31,1
Device 06,2024-02-04 22:51:35,7.2,532,3723,31,1
Device 06,2024-02-04 23:16:29,7.2,532,3723,31,1
Device 06,2024-02-04 23:16:32,7.2,532,3723,31,1
Device 06,2024-02-05 04:02:37,7.2,530,3742,30,1
Device 06,2024-02-05 04:20:43,7.3,546,3736,30,1
Device 06,2024-02-05 04:21:37,7.3,546,3738,30,1
Device 06,2024-02-05 04:51:37,7.3,551,3742,30,1
Device 06,2024-02-05 05:21:37,7.3,551,3746,30,1
Device 06,2024-02-05 05:51:37,7.3,552,3754,30,1
Device 06,2024-02-05 16:02:34,7.3,518,3692,32,1
Device 06,2024-02-05 16:12:37,7.3,535,3737,32,1
Device 06,2024-02-05 16:21:41,7.3,550,3749,31,1
Device 06,2024-02-05 16:22:41,7.3,551,3748,31,1
Device 06,2024-02-05 16:51:41,7.3,563,3746,31,1
Device 06,2024-02-05 17:21:41,7.3,563,3762,31,1
Device 06,2024-02-05 17:51:41,7.48,561,3759,31,1
