Device,Time,PH,ORP,Salinity,Temperature,Flow status
Device 01,2024-01-19 11:01:43,7.5,634,5246,23,1
Device 01,2024-01-19 11:04:03,7.5,634,5208,23,1
Device 01,2024-01-19 11:05:04,7.5,634,5007,22,1
Device 01,2024-01-19 11:06:05,7.5,634,5092,23,1
Device 01,2024-01-19 11:09:06,7.5,634,5239,22,1
Device 01,2024-01-19 11:10:06,7.5,634,5152,22,1
Device 01,2024-01-19 11:12:08,7.5,634,5242,22,1
Device 01,2024-01-19 11:20:11,7.5,634,5204,22,1
Device 01,2024-01-19 11:21:12,7.5,634,5162,22,1
Device 01,2024-01-19 11:24:13,7.5,634,5246,22,1
Device 01,2024-01-19 11:26:14,7.5,634,4995,22,1
Device 01,2024-01-19 11:28:15,7.5,634,5245,22,1
Device 01,2024-01-19 11:30:17,7.5,634,5136,22,1
Device 01,2024-01-19 11:31:43,7.5,634,5238,22,1
Device 01,2024-01-19 11:34:18,7.5,634,5233,22,1
Device 01,2024-01-19 11:35:19,7.5,634,4978,23,1
Device 01,2024-01-19 11:44:22,7.5,634,5224,22,1
Device 01,2024-01-19 11:46:23,7.5,633,5230,23,1
Device 01,2024-01-19 11:49:24,7.5,633,5236,22,1
Device 01,2024-01-19 11:50:25,7.5,633,5135,22,1
Device 01,2024-01-19 11:54:26,7.5,633,5194,22,1
Device 01,2024-01-19 11:56:27,7.5,633,5128,22,1
Device 01,2024-01-19 11:58:29,7.5,633,5246,23,1
Device 01,2024-01-19 19:04:35,7.5,694,5250,24,1
Device 01,2024-01-19 19:08:37,7.5,676,5249,23,1
Device 01,2024-01-19 19:12:30,7.5,659,5248,24,1
Device 01,2024-01-19 19:14:39,7.5,648,5245,24,1
Device 01,2024-01-19 19:24:45,7.5,643,5245,24,1
Device 01,2024-01-19 19:42:30,7.5,627,5241,23,1
Device 01,2024-01-19 19:57:00,7.5,615,5240,23,1
Device 01,2024-01-19 20:12:30,7.5,612,5247,23,1
Device 01,2024-01-19 20:18:06,7.5,610,5235,23,1
Device 01,2024-01-19 20:19:07,7.5,611,5187,23,1
Device 01,2024-01-19 20:22:08,7.5,611,5240,23,1
Device 01,2024-01-19 20:34:12,7.5,611,5245,23,1
Device 01,2024-01-19 20:35:13,7.5,612,4991,23,1
Device 01,2024-01-19 20:39:15,7.5,612,5200,23,1
Device 01,2024-01-19 20:40:15,7.5,612,5232,23,1
Device 01,2024-01-19 20:42:30,7.5,612,5066,23,1
Device 01,2024-01-19 21:03:22,7.5,613,5247,23,1
Device 01,2024-01-19 21:04:23,7.6,615,5088,23,1
Device 01,2024-01-19 21:12:31,7.6,615,5244,23,1
Device 01,2024-01-19 21:41:33,7.6,616,5246,23,1
Device 01,2024-01-19 21:42:31,7.6,620,5172,23,1
Device 01,2024-01-19 21:42:34,7.6,620,5242,23,1
Device 01,2024-01-19 21:46:35,7.6,620,5242,23,1
Device 01,2024-01-19 21:48:36,7.6,620,5230,23,1
Device 01,2024-01-19 21:53:38,7.6,621,5237,23,1
Device 01,2024-01-19 21:54:39,7.6,621,4975,23,1
Device 01,2024-01-19 21:57:41,7.6,621,5251,23,1
Device 01,2024-01-19 22:00:42,7.6,622,5089,23,1
Device 01,2024-01-19 22:12:31,7.6,622,5246,23,1
Device 01,2024-01-19 22:13:46,7.6,624,5238,23,1
Device 01,2024-01-19 22:16:48,7.6,624,5241,23,1
Device 01,2024-01-19 22:18:49,7.6,624,5038,23,1
Device 01,2024-01-19 22:20:50,7.6,625,5252,23,1
Device 01,2024-01-19 22:22:51,7.6,625,5249,23,1
Device 01,2024-01-19 22:23:52,7.6,625,5051,23,1
Device 01,2024-01-19 22:42:31,7.6,625,5109,23,1
Device 01,2024-01-19 22:51:00,7.6,628,5249,23,1
Device 01,2024-01-19 23:01:04,7.6,629,5164,23,1
Device 01,2024-01-19 23:03:05,7.6,630,5167,23,1
Device 01,2024-01-19 23:07:07,7.6,630,5249,23,1
Device 01,2024-01-19 23:08:08,7.6,630,5244,23,1
Device 01,2024-01-19 23:10:09,7.6,631,5252,23,1
Device 01,2024-01-19 23:12:31,7.6,631,5244,23,1
Device 01,2024-01-19 23:17:12,7.6,631,5248,23,1
Device 01,2024-01-19 23:18:13,7.6,631,5042,23,1
Device 01,2024-01-19 23:24:15,7.6,632,5247,23,1
Device 01,2024-01-19 23:25:16,7.6,632,5226,23,1
Device 01,2024-01-19 23:42:22,7.6,632,5247,23,1
Device 01,2024-01-19 23:42:31,7.6,634,5151,23,1
Device 01,2024-01-19 23:43:23,7.6,634,5105,23,1
Device 01,2024-01-19 23:48:25,7.6,634,5252,23,1
Device 01,2024-01-19 23:58:29,7.6,635,5211,23,1
Device 01,2024-01-20 07:04:34,7.6,675,5161,22,1
Device 01,2024-01-20 07:12:33,7.6,661,5270,22,1
Device 01,2024-01-20 07:22:40,7.6,651,5269,22,1
Device 01,2024-01-20 07:42:33,7.6,644,5265,22,1
Device 01,2024-01-20 08:04:52,7.6,636,5270,22,1
Device 01,2024-01-20 08:12:34,7.6,629,5270,22,1
Device 01,2024-01-20 08:15:55,7.6,626,5264,22,1
Device 01,2024-01-20 08:16:56,7.6,625,5236,22,1
Device 01,2024-01-20 08:17:57,7.6,625,5221,22,1
Device 01,2024-01-20 08:35:02,7.6,624,5260,22,1
Device 01,2024-01-20 08:42:33,7.6,621,5189,23,1
Device 01,2024-01-20 08:49:06,7.6,620,5009,22,1
Device 01,2024-01-20 08:50:07,7.6,620,5200,22,1
Device 01,2024-01-20 08:58:10,7.6,620,5264,22,1
Device 01,2024-01-20 08:59:11,7.6,620,5094,22,1
Device 01,2024-01-20 09:04:13,7.6,620,5257,22,1
Device 01,2024-01-20 09:10:15,7.6,620,5253,22,1
Device 01,2024-01-20 09:12:34,7.6,619,5261,22,1
Device 01,2024-01-20 09:37:24,7.6,619,5228,22,1
Device 01,2024-01-20 09:38:25,7.6,619,5201,22,1
Device 01,2024-01-20 09:42:26,7.6,619,5161,22,1
Device 01,2024-01-20 09:42:34,7.6,619,5253,22,1
Device 01,2024-01-20 09:43:27,7.6,619,5268,22,1
Device 01,2024-01-20 10:01:32,7.6,619,5264,22,1
Device 01,2024-01-20 10:11:37,7.6,618,5261,22,1
Device 01,2024-01-20 10:12:37,7.6,618,5261,22,1
Device 01,2024-01-20 10:13:38,7.6,618,5157,22,1
Device 01,2024-01-20 10:42:34,7.6,618,5266,23,1
Device 01,2024-01-20 11:05:54,7.6,616,5261,22,1
Device 01,2024-01-20 11:06:55,7.6,616,5177,22,1
Device 01,2024-01-20 11:12:34,7.6,616,5252,22,1
Device 01,2024-01-20 11:42:34,7.6,616,5255,23,1
Device 01,2024-01-20 11:48:06,7.6,610,5257,23,1
Device 01,2024-01-20 11:59:10,7.6,608,5010,23,1
Device 01,2024-01-20 19:03:41,7.5,666,5241,25,1
Device 01,2024-01-20 19:08:43,7.6,649,5234,25,1
Device 01,2024-01-20 19:12:36,7.6,631,5236,26,1
Device 01,2024-01-20 19:24:49,7.6,614,5236,25,1
Device 01,2024-01-20 19:42:36,7.6,598,5231,26,1
Device 01,2024-01-20 19:46:56,7.6,584,5237,25,1
Device 01,2024-01-20 19:53:58,7.6,582,5236,25,1
Device 01,2024-01-20 19:54:59,7.6,580,5317,25,1
Device 01,2024-01-20 20:00:01,7.6,580,5239,25,1
Device 01,2024-01-20 20:01:02,7.6,580,5225,25,1
Device 01,2024-01-20 20:04:04,7.6,580,5194,25,1
Device 01,2024-01-20 20:05:05,7.6,580,4962,25,1
Device 01,2024-01-20 20:08:06,7.6,580,5234,25,1
Device 01,2024-01-20 20:09:07,7.6,581,5125,25,1
Device 01,2024-01-20 20:12:36,7.6,581,5230,26,1
Device 01,2024-01-20 20:32:14,7.6,581,5071,25,1
Device 01,2024-01-20 20:33:15,7.6,591,5161,25,1
Device 01,2024-01-20 20:37:16,7.6,592,5233,25,1
Device 01,2024-01-20 20:40:18,7.5,594,5190,25,1
Device 01,2024-01-20 20:42:37,7.5,596,5231,25,1
Device 01,2024-01-20 20:51:22,7.5,597,5236,25,1
Device 01,2024-01-20 20:52:23,7.5,601,5171,25,1
Device 01,2024-01-20 20:55:24,7.5,602,5239,25,1
Device 01,2024-01-20 21:07:30,7.5,603,5231,25,1
Device 01,2024-01-20 21:09:31,7.5,607,5213,25,1
Device 01,2024-01-20 21:10:32,7.5,607,5237,25,1
Device 01,2024-01-20 21:11:33,7.5,608,5026,25,1
Device 01,2024-01-20 21:12:37,7.5,608,5237,26,1
Device 01,2024-01-20 21:13:34,7.5,608,5229,25,1
Device 01,2024-01-20 21:14:34,7.5,608,5001,25,1
Device 01,2024-01-20 21:18:36,7.5,609,5241,25,1
Device 01,2024-01-20 21:19:37,7.6,610,5077,25,1
Device 01,2024-01-20 21:28:40,7.6,611,5212,25,1
Device 01,2024-01-20 21:29:41,7.6,613,4950,25,1
Device 01,2024-01-20 21:30:42,7.6,613,5148,25,1
Device 01,2024-01-20 21:38:45,7.6,613,5219,25,1
Device 01,2024-01-20 21:39:46,7.6,616,5226,25,1
Device 01,2024-01-20 21:42:37,7.6,616,5218,25,1
Device 01,2024-01-20 21:44:48,7.6,617,5237,25,1
Device 01,2024-01-20 21:45:49,7.6,617,5218,25,1
Device 01,2024-01-20 21:49:51,7.6,617,5200,25,1
Device 01,2024-01-20 21:50:51,7.6,618,5108,25,1
Device 01,2024-01-20 22:02:57,7.6,618,5246,25,1
Device 01,2024-01-20 22:03:58,7.6,620,4981,25,1
Device 01,2024-01-20 22:04:59,7.6,621,5241,25,1
Device 01,2024-01-20 22:08:00,7.6,621,5229,25,1
Device 01,2024-01-20 22:09:01,7.6,622,5230,25,1
Device 01,2024-01-20 22:12:37,7.6,622,5108,25,1
Device 01,2024-01-20 22:14:03,7.6,623,5244,25,1
Device 01,2024-01-20 22:15:04,7.6,623,5186,25,1
Device 01,2024-01-20 22:25:07,7.6,624,5239,25,1
Device 01,2024-01-20 22:42:37,7.6,627,5239,25,1
Device 01,2024-01-20 22:47:15,7.6,631,5048,25,1
Device 01,2024-01-20 22:49:16,7.6,632,5214,25,1
Device 01,2024-01-20 22:51:17,7.6,632,5105,25,1
Device 01,2024-01-20 22:52:18,7.6,632,5240,25,1
Device 01,2024-01-20 23:05:23,7.6,634,5247,25,1
Device 01,2024-01-20 23:06:24,7.6,636,5157,24,1
Device 01,2024-01-20 23:10:25,7.6,636,5239,24,1
Device 01,2024-01-20 23:11:26,7.6,637,5196,24,1
Device 01,2024-01-20 23:12:38,7.6,637,5211,24,1
Device 01,2024-01-20 23:42:37,7.6,637,5240,25,1
Device 01,2024-01-20 23:48:37,7.6,644,5247,24,1
Device 01,2024-01-20 23:54:41,7.6,645,5235,24,1
Device 01,2024-01-20 23:55:42,7.6,646,5018,24,1
Device 01,2024-01-20 23:58:43,7.6,646,5248,24,1
Device 01,2024-01-21 07:05:28,7.6,683,5288,23,1
Device 01,2024-01-21 07:12:40,7.6,666,5282,23,1
Device 01,2024-01-21 07:16:33,7.6,653,5273,23,1
Device 01,2024-01-21 07:42:40,7.6,650,5285,23,1
Device 01,2024-01-21 07:43:44,7.6,635,5274,23,1
Device 01,2024-01-21 08:12:40,7.6,634,5277,23,1
Device 01,2024-01-21 08:15:54,7.6,622,5269,23,1
Device 01,2024-01-21 08:17:55,7.6,621,5233,23,1
Device 01,2024-01-21 08:30:59,7.6,621,5276,23,1
Device 01,2024-01-21 08:39:02,7.6,619,5270,23,1
Device 01,2024-01-21 08:42:40,7.6,619,5275,23,1
Device 01,2024-01-21 08:43:04,7.6,619,5259,23,1
Device 01,2024-01-21 08:44:05,7.6,619,5262,23,1
Device 01,2024-01-21 08:53:08,7.7,619,5274,23,1
Device 01,2024-01-21 08:55:09,7.6,621,5153,23,1
Device 01,2024-01-21 09:12:41,7.6,621,5184,23,1
Device 01,2024-01-21 09:24:18,7.5,623,5272,23,1
Device 01,2024-01-21 09:34:21,7.5,624,5257,23,1
Device 01,2024-01-21 09:42:40,7.5,625,5276,24,1
Device 01,2024-01-21 09:42:41,7.87,646,5197,23,1
Device 01,2024-01-21 10:12:40,7.5,624,5267,24,1
Device 01,2024-01-21 10:12:41,7.86,646,5197,23,1
Device 01,2024-01-21 10:30:47,7.5,624,5262,23,1
Device 01,2024-01-21 10:31:48,7.5,627,5251,23,1
Device 01,2024-01-21 10:38:51,7.5,627,5277,23,1
Device 01,2024-01-21 10:42:40,7.5,627,5258,24,1
Device 01,2024-01-21 10:42:41,7.87,649,5166,23,1
Device 01,2024-01-21 11:12:41,7.5,627,5273,23,1
Device 01,2024-01-21 11:27:08,7.5,627,5267,23,1
Device 01,2024-01-21 11:34:11,7.5,628,5126,23,1
Device 01,2024-01-21 11:42:41,7.5,627,5254,24,1
Device 01,2024-01-21 11:42:41,7.87,648,5196,23,1
Device 01,2024-01-21 11:52:35,7.5,626,5271,23,1
Device 01,2024-01-21 19:01:38,7.4,710,5247,24,1
Device 01,2024-01-21 19:04:39,7.5,693,5293,24,1
Device 01,2024-01-21 19:08:41,7.5,675,5288,24,1
Device 01,2024-01-21 19:14:43,7.5,658,5289,24,1
Device 01,2024-01-21 19:22:37,7.5,641,5282,25,1
Device 01,2024-01-21 19:22:37,7.86,648,5215,24,1
Device 01,2024-01-21 19:23:46,7.5,626,5287,24,1
Device 01,2024-01-21 19:39:52,7.5,624,5283,24,1
Device 01,2024-01-21 19:52:38,7.5,608,5289,24,1
Device 01,2024-01-21 19:54:55,7.5,602,5283,24,1
Device 01,2024-01-21 19:54:56,7.5,602,5283,24,1
Device 01,2024-01-21 19:55:15,7.5,602,5283,24,1
Device 01,2024-01-21 19:55:16,7.5,602,5283,24,1
Device 01,2024-01-21 20:11:03,7.5,602,5283,23,1
Device 01,2024-01-21 20:14:05,7.5,598,5217,23,1
Device 01,2024-01-21 20:22:38,7.5,597,5290,23,1
Device 01,2024-01-21 20:25:09,7.5,595,5289,23,1
Device 01,2024-01-21 20:33:12,7.5,594,5283,23,1
Device 01,2024-01-21 20:34:13,7.5,594,5258,23,1
Device 01,2024-01-21 20:40:15,7.6,594,5285,23,1
Device 01,2024-01-21 20:41:15,7.6,594,5268,23,1
Device 01,2024-01-21 20:52:38,7.6,594,5260,23,1
Device 01,2024-01-21 20:56:20,7.6,593,5286,23,1
Device 01,2024-01-21 20:57:21,7.6,593,5241,23,1
Device 01,2024-01-21 21:18:27,7.6,594,5280,23,1
Device 01,2024-01-21 21:19:28,7.6,593,4984,23,1
Device 01,2024-01-21 21:22:38,7.6,593,5266,23,1
Device 01,2024-01-21 21:28:31,7.6,593,5278,23,1
Device 01,2024-01-21 21:29:32,7.6,594,4961,23,1
Device 01,2024-01-21 21:38:35,7.6,594,5274,23,1
Device 01,2024-01-21 21:43:37,7.6,595,5290,23,1
Device 01,2024-01-21 21:44:38,7.6,596,5177,23,1
Device 01,2024-01-21 21:52:38,7.6,596,5289,24,1
Device 01,2024-01-21 22:04:45,7.6,599,5298,23,1
Device 01,2024-01-21 22:05:45,7.6,605,5258,23,1
Device 01,2024-01-21 22:08:47,7.6,605,5292,23,1
Device 01,2024-01-21 22:09:48,7.5,607,5092,23,1
Device 01,2024-01-21 22:22:38,7.5,608,5287,23,1
Device 01,2024-01-21 22:38:56,7.5,613,5291,23,1
Device 01,2024-01-21 22:39:57,7.5,617,4981,23,1
Device 01,2024-01-21 22:44:59,7.5,617,5296,23,1
Device 01,2024-01-21 22:45:59,7.5,618,4985,23,1
Device 01,2024-01-21 22:49:01,7.5,618,5303,23,1
Device 01,2024-01-21 22:50:01,7.5,619,5081,23,1
Device 01,2024-01-21 22:52:38,7.5,619,5267,24,1
Device 01,2024-01-21 23:22:39,7.5,620,5294,23,1
Device 01,2024-01-21 23:25:15,7.6,624,5295,23,1
Device 01,2024-01-21 23:26:16,7.6,625,5277,23,1
Device 01,2024-01-21 23:31:18,7.6,625,5298,23,1
Device 01,2024-01-21 23:32:19,7.6,626,5086,23,1
Device 01,2024-01-21 23:50:27,7.6,626,5298,23,1
Device 01,2024-01-21 23:51:27,7.6,628,5299,23,1
Device 01,2024-01-21 23:52:39,7.6,629,5303,23,1
Device 01,2024-01-21 23:55:29,7.6,628,5302,23,1
Device 01,2024-01-22 00:08:34,7.6,629,5279,23,1
Device 01,2024-01-22 00:09:35,7.6,631,5288,23,1
Device 01,2024-01-22 00:22:39,7.7,632,5300,23,1
Device 01,2024-01-22 00:24:39,7.6,639,5292,23,1
Device 01,2024-01-22 00:25:40,7.6,640,5150,23,1
Device 01,2024-01-22 00:30:42,7.6,641,5305,23,1
Device 01,2024-01-22 00:52:39,7.5,644,5282,23,1
Device 01,2024-01-22 01:00:51,7.5,650,5299,23,1
Device 01,2024-01-22 01:01:52,7.5,653,5267,23,1
Device 01,2024-01-22 01:02:53,7.5,653,5130,23,1
Device 01,2024-01-22 01:12:56,7.5,654,5298,23,1
Device 01,2024-01-22 01:13:57,7.5,657,5049,23,1
Device 01,2024-01-22 01:22:39,7.5,657,5293,24,1
Device 01,2024-01-22 01:25:01,7.5,660,5297,22,1
Device 01,2024-01-22 01:26:01,7.5,660,5290,22,1
Device 01,2024-01-22 01:27:02,7.5,661,5293,22,1
Device 01,2024-01-22 01:28:03,7.5,661,5049,22,1
Device 01,2024-01-22 01:35:05,7.5,661,5305,23,1
Device 01,2024-01-22 01:36:06,7.5,663,5074,23,1
Device 01,2024-01-22 01:52:40,7.5,663,5303,22,1
Device 01,2024-01-22 01:54:11,7.5,668,5295,22,1
Device 01,2024-01-22 02:22:40,7.5,668,5306,22,1
Device 01,2024-01-22 02:52:40,7.6,674,5306,22,1
Device 01,2024-01-22 02:54:29,7.6,680,5301,22,1
Device 01,2024-01-22 02:55:30,7.6,680,5027,22,1
Device 01,2024-01-22 03:11:37,7.6,680,5303,22,1
Device 01,2024-01-22 03:12:38,7.6,683,5209,22,1
Device 01,2024-01-22 03:17:40,7.6,683,5302,22,1
Device 01,2024-01-22 03:18:41,7.6,684,5303,22,1
Device 01,2024-01-22 03:22:40,7.6,685,5284,22,1
Device 01,2024-01-22 03:33:48,7.6,685,5294,22,1
Device 01,2024-01-22 03:38:51,7.6,687,5306,22,1
Device 01,2024-01-22 03:39:52,7.6,687,5271,22,1
Device 01,2024-01-22 03:42:53,7.6,687,5303,22,1
Device 01,2024-01-22 03:43:54,7.6,688,5305,22,1
Device 01,2024-01-22 03:44:55,7.6,688,5214,22,1
Device 01,2024-01-22 03:49:57,7.6,688,5313,22,1
Device 01,2024-01-22 03:50:57,7.6,689,5201,22,1
Device 01,2024-01-22 03:52:40,7.6,689,5308,23,1
Device 01,2024-01-22 03:53:59,7.6,689,5312,22,1
Device 01,2024-01-22 03:55:00,7.6,689,5292,22,1
Device 01,2024-01-22 03:58:01,7.6,689,5279,22,1
Device 01,2024-01-22 04:00:02,7.6,690,5255,22,1
Device 01,2024-01-22 04:12:08,7.6,690,5304,22,1
Device 01,2024-01-22 04:13:09,7.6,692,5239,22,1
Device 01,2024-01-22 04:22:40,7.6,691,5307,22,1
Device 01,2024-01-22 04:35:16,7.6,693,5268,22,1
Device 01,2024-01-22 04:52:41,7.6,694,5229,22,1
Device 01,2024-01-22 05:20:28,7.6,695,5309,22,1
Device 01,2024-01-22 05:21:29,7.6,699,5061,22,1
Device 01,2024-01-22 05:22:40,7.6,699,5307,23,1
Device 01,2024-01-22 05:29:32,7.6,699,5319,22,1
Device 01,2024-01-22 05:30:33,7.6,700,5302,22,1
Device 01,2024-01-22 05:34:34,7.6,700,5320,22,1
Device 01,2024-01-22 05:35:35,7.6,700,4957,22,1
Device 01,2024-01-22 05:52:41,7.6,700,5312,22,1
Device 01,2024-01-22 06:01:43,7.6,702,5316,22,1
Device 01,2024-01-22 06:13:47,7.6,702,5308,22,1
Device 01,2024-01-22 06:14:48,7.6,703,5057,22,1
Device 01,2024-01-22 06:22:41,7.6,703,5321,22,1
Device 01,2024-01-22 06:27:52,7.6,704,5319,22,1
Device 01,2024-01-22 06:28:53,7.6,704,5029,22,1
Device 01,2024-01-22 06:32:54,7.6,705,5316,22,1
Device 01,2024-01-22 06:50:00,7.6,705,5096,22,1
Device 01,2024-01-22 06:51:01,7.6,705,5194,22,1
Device 01,2024-01-22 06:52:41,7.6,705,5323,23,1
Device 01,2024-01-22 07:01:04,7.6,705,5315,22,1
Device 01,2024-01-22 07:22:41,7.6,705,5301,23,1
Device 01,2024-01-22 07:41:18,7.6,703,5314,22,1
Device 01,2024-01-22 07:42:18,7.6,699,5304,22,1
Device 01,2024-01-22 07:52:42,7.6,698,5321,21,1
Device 01,2024-01-22 08:00:24,7.6,695,5326,21,1
Device 01,2024-01-22 08:01:25,7.6,692,5309,21,1
Device 01,2024-01-22 08:22:42,7.6,691,5318,21,1
Device 01,2024-01-22 08:26:32,7.6,680,5322,21,1
Device 01,2024-01-22 08:27:33,7.6,678,5265,21,1
Device 01,2024-01-22 08:34:35,7.6,678,5252,21,1
Device 01,2024-01-22 08:35:36,7.6,673,5307,21,1
Device 01,2024-01-22 08:43:39,7.6,673,5271,21,1
Device 01,2024-01-22 08:44:40,7.6,668,5169,21,1
Device 01,2024-01-22 08:52:42,7.6,667,5044,21,1
Device 01,2024-01-22 09:09:47,7.6,663,5315,21,1
Device 01,2024-01-22 09:18:51,7.6,657,5297,21,1
Device 01,2024-01-22 09:19:51,7.6,655,4960,21,1
Device 01,2024-01-22 09:22:42,7.6,655,5324,21,1
Device 01,2024-01-22 09:35:56,7.6,654,5331,21,1
Device 01,2024-01-22 09:36:57,7.6,652,5249,21,1
Device 01,2024-01-22 09:52:42,7.6,652,5308,22,1
Device 01,2024-01-22 09:56:02,7.6,651,5323,21,1
Device 01,2024-01-22 09:57:03,7.6,652,5074,21,1
Device 01,2024-01-22 10:22:42,7.6,651,5328,21,1
Device 01,2024-01-22 10:24:12,7.6,651,5324,21,1
Device 01,2024-01-22 10:25:13,7.6,651,4993,21,1
Device 01,2024-01-22 10:38:19,7.6,651,5327,21,1
Device 01,2024-01-22 10:52:42,7.6,651,5296,21,1
